age,job,marital,education,y
40,blue-collar,divorced,basic.6y,0
45,entrepreneur,married,basic.9y,0
47,management,married,university.degree,0
39,admin.,married,high.school,0
45,admin.,divorced,university.degree,0
26,admin.,single,high.school,0
36,blue-collar,single,basic.4y,0
33,blue-collar,married,basic.9y,0
38,management,married,university.degree,0
50,blue-collar,married,basic.4y,0
37,blue-collar,single,high.school,0
39,blue-collar,married,basic.9y,0
36,admin.,single,high.school,0
35,admin.,married,high.school,0
31,blue-collar,married,basic.9y,0
31,unemployed,single,professional.course,0
32,blue-collar,married,basic.9y,0
51,entrepreneur,divorced,unknown,0
39,blue-collar,divorced,basic.9y,0
25,services,married,high.school,0
40,housemaid,single,university.degree,0
28,services,married,high.school,0
29,management,married,university.degree,0
57,blue-collar,married,professional.course,0
53,blue-collar,married,basic.9y,0
60,technician,divorced,professional.course,0
42,blue-collar,married,basic.4y,0
30,admin.,married,university.degree,0
34,technician,married,university.degree,0
43,technician,single,professional.course,0
38,blue-collar,married,basic.6y,0
35,admin.,single,university.degree,0
26,admin.,single,high.school,0
31,blue-collar,married,basic.9y,0
55,unemployed,married,basic.4y,0
59,housemaid,married,basic.4y,0
28,blue-collar,single,basic.9y,0
48,blue-collar,married,basic.9y,0
37,services,married,basic.9y,0
35,blue-collar,married,basic.6y,0
30,admin.,single,high.school,0
30,admin.,single,high.school,0
53,admin.,married,high.school,0
34,blue-collar,married,basic.4y,0
51,unemployed,married,basic.9y,0
43,admin.,married,high.school,0
54,retired,divorced,basic.4y,0
45,services,single,professional.course,0
46,management,single,university.degree,0
57,admin.,divorced,university.degree,0
34,admin.,divorced,university.degree,0
33,housemaid,married,basic.4y,0
48,admin.,married,high.school,0
37,unknown,married,university.degree,0
33,self-employed,married,university.degree,0
36,admin.,single,university.degree,0
48,unknown,married,basic.4y,0
28,blue-collar,single,basic.9y,0
30,admin.,single,university.degree,0
31,management,single,university.degree,0
51,unemployed,married,basic.9y,0
26,admin.,married,high.school,0
40,blue-collar,married,basic.6y,0
40,blue-collar,married,basic.6y,0
51,blue-collar,divorced,basic.4y,0
30,blue-collar,single,basic.9y,0
34,entrepreneur,married,professional.course,0
51,blue-collar,divorced,basic.4y,0
39,admin.,single,high.school,0
57,blue-collar,married,basic.4y,0
33,technician,divorced,high.school,0
22,blue-collar,single,basic.6y,0
38,admin.,married,university.degree,0
56,technician,married,basic.4y,0
45,services,married,high.school,0
50,technician,married,professional.course,0
28,admin.,married,university.degree,0
53,technician,married,professional.course,0
39,self-employed,married,basic.4y,0
33,technician,divorced,professional.course,0
28,blue-collar,married,basic.9y,0
30,technician,single,university.degree,0
37,admin.,single,university.degree,0
42,housemaid,married,high.school,0
35,services,single,high.school,0
48,admin.,divorced,high.school,0
41,technician,married,professional.course,0
26,blue-collar,married,basic.9y,0
26,blue-collar,single,high.school,0
47,blue-collar,married,basic.4y,0
58,retired,married,unknown,0
58,retired,married,unknown,0
54,management,divorced,university.degree,0
40,technician,divorced,university.degree,0
35,admin.,married,university.degree,0
35,blue-collar,married,basic.9y,0
34,admin.,married,professional.course,0
28,technician,married,high.school,0
36,services,single,basic.9y,0
42,admin.,single,high.school,0
37,technician,single,university.degree,0
45,services,married,basic.9y,0
48,self-employed,married,basic.9y,0
53,technician,married,professional.course,0
42,technician,married,basic.6y,0
53,technician,married,professional.course,0
53,technician,married,professional.course,0
33,blue-collar,divorced,basic.6y,0
30,unknown,single,university.degree,0
34,admin.,married,university.degree,0
48,technician,married,high.school,0
34,admin.,married,university.degree,0
49,services,divorced,basic.9y,0
48,technician,married,high.school,0
38,blue-collar,single,university.degree,0
44,technician,married,professional.course,0
36,blue-collar,married,basic.9y,0
44,blue-collar,divorced,basic.4y,0
50,self-employed,married,university.degree,0
38,blue-collar,single,university.degree,0
41,technician,married,professional.course,0
45,blue-collar,married,basic.4y,0
53,admin.,married,university.degree,0
36,entrepreneur,married,university.degree,0
45,services,married,high.school,0
34,services,married,basic.9y,0
37,blue-collar,married,professional.course,0
25,technician,single,university.degree,0
35,admin.,divorced,university.degree,0
34,admin.,married,university.degree,0
32,unknown,married,basic.6y,0
32,admin.,divorced,high.school,0
39,self-employed,single,university.degree,0
36,admin.,married,high.school,0
46,entrepreneur,married,university.degree,0
56,entrepreneur,married,university.degree,0
37,technician,single,basic.9y,0
37,technician,single,basic.9y,0
39,blue-collar,married,high.school,0
52,services,married,unknown,0
39,services,married,unknown,0
52,services,married,unknown,0
51,technician,married,professional.course,0
42,technician,single,unknown,0
34,technician,married,high.school,0
28,blue-collar,married,basic.9y,0
43,self-employed,single,professional.course,0
41,technician,single,professional.course,0
54,technician,married,professional.course,0
53,blue-collar,married,basic.9y,0
47,admin.,married,university.degree,0
47,admin.,married,university.degree,0
39,blue-collar,married,basic.9y,0
37,services,married,high.school,0
40,technician,married,professional.course,0
35,services,divorced,professional.course,0
56,admin.,divorced,unknown,0
36,admin.,married,high.school,0
45,blue-collar,married,basic.4y,0
38,technician,single,university.degree,0
41,technician,married,professional.course,0
37,blue-collar,married,professional.course,0
45,admin.,single,university.degree,0
48,services,married,high.school,0
29,admin.,single,basic.9y,0
38,technician,single,university.degree,0
48,services,married,high.school,0
40,blue-collar,married,high.school,0
42,blue-collar,married,basic.4y,0
32,blue-collar,married,basic.9y,0
56,admin.,married,unknown,0
54,services,married,unknown,0
60,retired,married,basic.4y,0
47,admin.,married,high.school,0
46,blue-collar,married,unknown,0
42,admin.,single,high.school,0
55,blue-collar,married,basic.4y,0
37,services,married,high.school,0
45,technician,married,university.degree,0
32,blue-collar,married,basic.6y,0
37,blue-collar,married,professional.course,0
36,blue-collar,married,high.school,0
48,admin.,married,high.school,0
46,housemaid,married,basic.4y,0
48,blue-collar,divorced,basic.4y,0
47,services,married,high.school,0
41,blue-collar,married,basic.4y,0
53,retired,single,professional.course,0
55,retired,married,basic.4y,0
44,management,married,university.degree,0
48,blue-collar,married,basic.4y,0
50,services,married,unknown,0
34,blue-collar,married,basic.9y,0
38,entrepreneur,married,basic.9y,0
42,unemployed,single,university.degree,0
57,retired,married,university.degree,0
58,blue-collar,divorced,basic.4y,0
48,management,married,university.degree,0
32,admin.,divorced,high.school,0
35,admin.,single,university.degree,0
55,retired,married,basic.6y,0
47,blue-collar,married,basic.4y,0
38,technician,married,professional.course,0
49,self-employed,married,professional.course,0
33,self-employed,divorced,basic.9y,0
27,admin.,single,university.degree,0
34,management,divorced,university.degree,0
38,blue-collar,married,basic.4y,0
45,technician,single,professional.course,0
28,admin.,single,unknown,0
54,blue-collar,married,basic.4y,0
58,retired,married,professional.course,0
48,blue-collar,married,unknown,0
57,admin.,divorced,basic.9y,0
28,admin.,married,university.degree,0
49,blue-collar,married,basic.9y,0
60,retired,married,university.degree,0
39,services,divorced,basic.9y,0
40,self-employed,married,professional.course,0
58,unknown,married,basic.4y,0
36,blue-collar,married,basic.9y,0
59,retired,married,university.degree,0
42,admin.,married,basic.6y,0
35,student,single,university.degree,0
42,blue-collar,divorced,high.school,0
37,blue-collar,married,high.school,0
49,blue-collar,married,basic.4y,0
39,blue-collar,married,basic.9y,0
46,blue-collar,married,basic.9y,0
35,technician,married,professional.course,0
51,blue-collar,married,basic.4y,0
40,blue-collar,divorced,basic.9y,0
32,blue-collar,married,basic.9y,0
42,admin.,divorced,university.degree,0
25,admin.,single,university.degree,0
46,blue-collar,married,basic.6y,0
42,admin.,married,basic.6y,0
47,management,married,basic.4y,0
56,admin.,married,high.school,0
27,blue-collar,married,basic.4y,0
47,housemaid,married,university.degree,0
30,management,single,university.degree,0
48,admin.,divorced,high.school,0
45,management,married,unknown,0
58,retired,married,high.school,0
39,blue-collar,married,basic.9y,0
54,admin.,married,university.degree,0
33,management,single,university.degree,0
58,retired,divorced,professional.course,0
39,admin.,married,high.school,0
49,self-employed,married,professional.course,0
33,blue-collar,married,basic.9y,0
40,housemaid,divorced,unknown,0
49,services,married,high.school,0
50,housemaid,single,unknown,0
40,blue-collar,single,basic.9y,0
50,services,married,unknown,0
30,technician,married,university.degree,0
32,admin.,married,university.degree,0
59,retired,married,basic.4y,0
53,technician,married,professional.course,0
43,admin.,divorced,basic.9y,0
48,self-employed,married,basic.9y,0
47,unknown,divorced,basic.4y,0
53,blue-collar,married,basic.9y,0
37,admin.,married,high.school,0
26,services,single,high.school,0
38,technician,single,professional.course,0
36,admin.,married,university.degree,0
45,admin.,married,basic.9y,0
47,technician,married,basic.9y,0
36,technician,married,professional.course,0
47,technician,married,basic.9y,0
31,management,married,university.degree,0
29,blue-collar,married,basic.6y,0
42,technician,single,unknown,0
41,services,married,basic.9y,0
27,technician,single,professional.course,0
35,admin.,single,high.school,0
49,blue-collar,married,basic.4y,0
45,blue-collar,married,basic.4y,0
50,technician,married,basic.6y,0
49,blue-collar,married,basic.9y,0
27,blue-collar,married,basic.9y,0
58,retired,married,professional.course,0
39,services,married,high.school,0
41,technician,married,basic.9y,0
45,services,married,high.school,0
48,blue-collar,married,basic.4y,0
46,admin.,divorced,high.school,0
49,blue-collar,married,basic.4y,0
33,services,married,high.school,0
46,blue-collar,married,basic.4y,0
51,retired,married,basic.4y,0
43,admin.,married,high.school,0
51,admin.,married,high.school,0
43,blue-collar,married,basic.9y,0
38,blue-collar,married,basic.6y,0
56,unemployed,married,basic.9y,0
34,services,married,high.school,0
35,admin.,single,university.degree,0
45,admin.,married,basic.9y,0
43,technician,married,basic.9y,0
47,services,divorced,high.school,0
49,unknown,married,unknown,0
36,housemaid,married,high.school,0
35,services,married,high.school,0
27,blue-collar,married,basic.9y,0
54,retired,married,high.school,0
31,admin.,married,high.school,0
33,blue-collar,married,basic.4y,0
29,management,married,university.degree,0
40,blue-collar,married,basic.6y,0
36,admin.,married,university.degree,0
51,entrepreneur,married,basic.9y,0
39,technician,married,professional.course,0
36,management,married,university.degree,0
30,services,single,high.school,0
36,blue-collar,divorced,high.school,0
37,technician,married,professional.course,0
46,housemaid,married,basic.4y,0
44,blue-collar,married,unknown,0
30,management,married,university.degree,0
30,admin.,single,high.school,0
33,technician,single,high.school,0
54,management,divorced,university.degree,0
44,blue-collar,married,unknown,0
39,blue-collar,single,unknown,0
35,services,married,high.school,0
55,technician,married,professional.course,0
29,admin.,single,high.school,0
55,services,married,high.school,0
36,technician,married,university.degree,0
39,blue-collar,married,basic.6y,0
58,admin.,married,basic.6y,0
37,admin.,single,high.school,0
28,blue-collar,single,basic.6y,0
34,management,married,university.degree,0
54,retired,divorced,basic.4y,0
27,management,single,university.degree,0
31,entrepreneur,single,basic.9y,0
48,blue-collar,married,basic.4y,0
46,housemaid,married,basic.4y,0
40,technician,single,high.school,0
47,services,married,high.school,0
47,blue-collar,married,professional.course,0
58,entrepreneur,married,university.degree,0
51,self-employed,married,professional.course,0
36,blue-collar,married,basic.9y,0
36,admin.,married,high.school,0
36,blue-collar,single,university.degree,0
46,blue-collar,married,basic.4y,0
50,services,married,high.school,0
47,management,divorced,university.degree,0
60,retired,married,high.school,0
36,services,married,high.school,0
25,self-employed,single,university.degree,0
40,entrepreneur,married,university.degree,0
36,technician,married,unknown,0
37,services,married,high.school,0
46,blue-collar,married,unknown,0
49,services,married,high.school,0
42,technician,married,professional.course,0
37,blue-collar,married,high.school,0
36,technician,married,university.degree,0
57,blue-collar,married,basic.4y,0
39,services,married,basic.9y,0
28,admin.,married,high.school,0
47,blue-collar,married,basic.4y,0
42,blue-collar,married,basic.9y,0
34,entrepreneur,married,professional.course,0
51,blue-collar,married,professional.course,0
30,services,single,unknown,0
33,admin.,single,university.degree,0
58,blue-collar,married,basic.4y,0
36,technician,married,basic.9y,0
39,blue-collar,divorced,basic.9y,0
31,services,single,high.school,0
45,services,single,professional.course,0
34,blue-collar,single,basic.4y,0
33,services,divorced,high.school,0
35,blue-collar,married,basic.6y,0
39,technician,married,professional.course,0
42,technician,single,high.school,0
37,admin.,married,high.school,0
42,blue-collar,single,basic.9y,0
48,technician,single,unknown,0
29,admin.,married,high.school,0
59,retired,married,basic.9y,0
32,blue-collar,single,basic.9y,0
52,management,married,basic.4y,0
46,blue-collar,married,unknown,0
25,blue-collar,married,basic.9y,0
36,entrepreneur,married,basic.6y,0
23,blue-collar,married,professional.course,0
42,admin.,single,university.degree,0
43,admin.,married,high.school,0
29,services,single,high.school,0
45,admin.,married,high.school,0
27,technician,single,high.school,0
35,admin.,married,high.school,0
35,technician,married,professional.course,0
39,blue-collar,divorced,high.school,0
29,technician,married,professional.course,0
46,blue-collar,divorced,basic.4y,0
39,admin.,married,university.degree,0
34,blue-collar,married,basic.6y,0
44,entrepreneur,divorced,university.degree,0
35,blue-collar,married,unknown,0
33,technician,single,professional.course,0
41,blue-collar,single,basic.9y,0
37,technician,married,university.degree,0
40,admin.,single,university.degree,0
42,blue-collar,divorced,basic.9y,0
55,blue-collar,married,basic.9y,0
46,management,married,basic.6y,0
37,management,married,university.degree,0
39,technician,married,professional.course,0
40,blue-collar,married,high.school,0
52,technician,married,high.school,0
43,management,married,university.degree,0
51,blue-collar,married,basic.4y,0
45,management,divorced,basic.9y,0
40,management,divorced,university.degree,0
28,student,single,high.school,0
33,admin.,single,high.school,0
47,self-employed,married,unknown,0
54,management,divorced,university.degree,0
46,unknown,married,university.degree,0
36,admin.,married,high.school,0
46,unemployed,married,professional.course,0
45,blue-collar,divorced,basic.9y,0
46,management,married,university.degree,0
30,services,married,unknown,0
55,management,married,unknown,0
45,admin.,married,basic.9y,0
45,admin.,married,high.school,0
31,admin.,single,university.degree,0
33,admin.,married,unknown,0
45,services,divorced,high.school,0
52,blue-collar,married,basic.4y,0
35,unemployed,married,university.degree,0
50,admin.,married,high.school,0
48,admin.,married,university.degree,0
41,management,married,unknown,0
58,housemaid,married,university.degree,0
36,admin.,single,university.degree,0
44,blue-collar,single,basic.4y,0
38,blue-collar,single,university.degree,0
53,blue-collar,married,basic.9y,0
37,blue-collar,married,basic.9y,0
29,admin.,single,university.degree,0
35,services,married,high.school,0
59,entrepreneur,married,high.school,0
38,technician,married,basic.6y,0
34,technician,single,professional.course,0
28,blue-collar,married,basic.9y,0
43,blue-collar,married,unknown,0
45,blue-collar,divorced,basic.9y,0
31,blue-collar,single,basic.9y,0
34,blue-collar,married,basic.9y,0
50,management,divorced,high.school,0
38,technician,single,university.degree,0
39,technician,married,university.degree,0
29,blue-collar,married,basic.6y,0
34,admin.,single,high.school,0
45,technician,married,professional.course,0
42,blue-collar,married,basic.4y,0
32,blue-collar,married,basic.9y,0
41,blue-collar,married,basic.4y,0
49,blue-collar,married,basic.4y,0
46,blue-collar,married,basic.4y,0
39,blue-collar,married,high.school,0
45,unknown,married,unknown,0
48,management,married,basic.4y,0
33,blue-collar,married,basic.9y,0
52,blue-collar,married,basic.6y,0
44,blue-collar,married,basic.4y,0
44,management,married,university.degree,0
33,unemployed,divorced,basic.9y,0
57,blue-collar,divorced,professional.course,0
31,management,married,high.school,0
52,admin.,married,high.school,0
40,blue-collar,single,basic.9y,0
37,admin.,married,university.degree,0
39,blue-collar,married,basic.6y,0
34,self-employed,single,university.degree,0
38,technician,single,professional.course,0
43,services,married,high.school,0
33,blue-collar,married,basic.9y,0
51,services,married,high.school,0
51,services,married,high.school,0
50,housemaid,married,basic.9y,0
45,blue-collar,married,basic.9y,0
50,admin.,married,university.degree,0
53,services,married,high.school,0
42,management,married,university.degree,0
41,admin.,married,high.school,0
57,retired,married,university.degree,0
47,blue-collar,single,basic.9y,0
29,housemaid,married,high.school,0
39,unemployed,single,university.degree,0
33,services,single,basic.6y,0
51,services,married,high.school,0
36,admin.,married,university.degree,0
48,blue-collar,married,basic.4y,0
44,technician,single,unknown,0
34,blue-collar,single,high.school,0
54,management,married,university.degree,0
40,housemaid,divorced,basic.6y,0
52,management,married,professional.course,0
35,blue-collar,married,basic.9y,0
43,unknown,married,high.school,0
38,services,married,high.school,0
55,admin.,married,high.school,0
42,blue-collar,married,basic.4y,0
40,services,single,high.school,0
49,admin.,divorced,basic.9y,0
54,blue-collar,married,basic.9y,0
49,blue-collar,married,basic.6y,0
37,services,married,high.school,0
54,blue-collar,married,basic.9y,0
49,blue-collar,married,basic.9y,0
36,blue-collar,married,basic.6y,0
48,entrepreneur,married,university.degree,0
42,blue-collar,divorced,basic.6y,0
35,technician,divorced,professional.course,0
51,unemployed,married,professional.course,0
48,retired,married,basic.9y,0
50,admin.,divorced,basic.9y,0
35,admin.,married,high.school,0
45,services,married,high.school,0
46,management,divorced,university.degree,0
29,services,married,high.school,0
39,management,married,university.degree,0
34,entrepreneur,married,basic.4y,0
37,admin.,married,high.school,0
26,services,single,high.school,0
52,blue-collar,married,basic.9y,0
42,admin.,married,basic.9y,0
44,blue-collar,divorced,basic.4y,0
55,blue-collar,married,basic.4y,0
41,technician,married,basic.9y,0
53,services,married,high.school,0
39,admin.,married,basic.4y,0
40,technician,married,professional.course,0
42,services,married,professional.course,0
29,services,divorced,high.school,0
30,blue-collar,divorced,basic.9y,0
41,housemaid,married,basic.6y,0
30,blue-collar,divorced,basic.9y,0
52,blue-collar,married,basic.9y,0
41,housemaid,married,basic.6y,0
34,technician,divorced,professional.course,0
40,admin.,single,high.school,0
34,blue-collar,married,basic.9y,0
42,blue-collar,married,basic.6y,0
35,blue-collar,married,basic.9y,0
28,entrepreneur,married,university.degree,0
29,services,divorced,high.school,0
50,housemaid,divorced,basic.4y,0
56,unemployed,divorced,high.school,0
48,admin.,divorced,high.school,0
29,admin.,single,university.degree,0
42,blue-collar,married,basic.6y,0
51,management,married,basic.4y,0
29,technician,single,professional.course,0
41,admin.,single,university.degree,0
28,services,single,high.school,0
34,management,married,university.degree,0
31,admin.,married,university.degree,0
47,blue-collar,married,basic.9y,0
40,blue-collar,married,basic.4y,0
31,blue-collar,married,basic.9y,0
39,unemployed,married,university.degree,0
52,blue-collar,married,basic.4y,0
50,technician,married,professional.course,0
36,blue-collar,married,basic.6y,0
56,blue-collar,married,basic.9y,0
35,unknown,married,basic.9y,0
29,admin.,single,university.degree,0
29,blue-collar,married,professional.course,0
34,blue-collar,single,basic.9y,0
29,blue-collar,married,high.school,0
50,admin.,married,high.school,0
39,blue-collar,married,basic.4y,0
29,blue-collar,married,professional.course,0
41,admin.,single,high.school,0
34,blue-collar,married,high.school,0
43,technician,divorced,professional.course,0
48,admin.,divorced,high.school,0
38,admin.,married,university.degree,0
32,admin.,single,high.school,0
35,admin.,married,high.school,0
39,blue-collar,married,basic.6y,0
47,blue-collar,married,basic.6y,0
41,entrepreneur,married,basic.4y,0
41,management,married,unknown,0
43,unknown,married,university.degree,0
35,services,married,high.school,0
49,services,married,high.school,0
40,services,married,high.school,0
24,student,single,high.school,0
49,blue-collar,married,basic.9y,0
41,management,married,university.degree,0
44,admin.,married,university.degree,0
28,services,divorced,high.school,0
41,blue-collar,married,basic.9y,0
35,technician,married,university.degree,0
35,blue-collar,single,basic.6y,0
32,blue-collar,married,basic.6y,0
45,admin.,married,university.degree,0
36,technician,married,professional.course,0
41,technician,married,basic.9y,0
40,admin.,single,high.school,0
41,admin.,single,university.degree,0
43,blue-collar,single,basic.4y,0
38,technician,married,professional.course,0
28,entrepreneur,married,basic.4y,0
36,services,single,unknown,0
28,entrepreneur,married,basic.4y,0
35,technician,married,professional.course,0
56,management,married,university.degree,0
25,blue-collar,single,basic.9y,0
59,blue-collar,married,basic.4y,0
28,entrepreneur,married,basic.4y,0
56,services,married,basic.9y,0
33,admin.,single,university.degree,0
36,admin.,divorced,high.school,0
41,technician,married,basic.9y,0
35,unknown,married,basic.9y,0
24,services,single,high.school,0
35,self-employed,single,basic.6y,0
32,technician,divorced,professional.course,0
29,technician,married,professional.course,0
31,blue-collar,married,basic.6y,0
33,blue-collar,married,basic.6y,0
33,management,married,high.school,0
42,admin.,married,professional.course,0
34,services,married,high.school,0
29,technician,married,professional.course,0
38,blue-collar,married,basic.9y,0
45,blue-collar,married,basic.9y,0
33,admin.,married,university.degree,0
42,blue-collar,married,basic.9y,0
36,services,married,basic.6y,0
45,blue-collar,married,basic.4y,0
32,services,single,high.school,0
37,admin.,married,university.degree,0
26,blue-collar,married,basic.6y,0
35,management,married,university.degree,0
35,management,married,university.degree,0
30,services,married,high.school,0
36,management,married,university.degree,0
36,management,married,university.degree,0
40,blue-collar,married,unknown,0
26,student,single,university.degree,0
54,housemaid,divorced,basic.4y,0
51,technician,married,professional.course,0
45,blue-collar,single,basic.9y,0
36,blue-collar,married,basic.9y,0
58,admin.,divorced,university.degree,0
33,entrepreneur,married,high.school,0
50,housemaid,married,basic.9y,0
33,blue-collar,married,basic.4y,0
31,services,married,high.school,0
34,admin.,single,high.school,0
34,unemployed,single,university.degree,0
30,admin.,married,high.school,0
27,student,single,university.degree,0
30,services,married,high.school,0
23,services,single,high.school,0
33,admin.,married,high.school,0
23,services,single,high.school,0
36,blue-collar,married,basic.9y,0
42,admin.,divorced,university.degree,0
36,blue-collar,married,basic.9y,0
60,housemaid,married,high.school,0
26,entrepreneur,single,high.school,0
45,blue-collar,divorced,basic.4y,0
32,admin.,married,university.degree,0
37,services,married,high.school,0
40,blue-collar,married,basic.4y,0
36,admin.,single,university.degree,0
35,entrepreneur,married,basic.9y,0
45,self-employed,single,professional.course,0
48,admin.,married,university.degree,0
36,entrepreneur,married,basic.9y,0
37,technician,divorced,high.school,0
36,blue-collar,married,basic.9y,0
56,blue-collar,divorced,basic.9y,0
28,blue-collar,single,basic.9y,0
43,blue-collar,married,basic.9y,0
30,technician,married,professional.course,0
33,blue-collar,single,basic.9y,0
30,technician,single,professional.course,0
33,technician,divorced,professional.course,0
42,technician,married,professional.course,0
30,blue-collar,married,basic.9y,0
33,blue-collar,married,high.school,0
39,admin.,married,high.school,0
37,blue-collar,married,basic.9y,0
41,self-employed,married,basic.9y,0
53,self-employed,married,university.degree,0
31,admin.,single,university.degree,0
47,technician,married,professional.course,0
46,blue-collar,married,basic.4y,0
52,admin.,single,basic.9y,0
28,technician,single,basic.9y,0
60,blue-collar,married,basic.9y,0
50,admin.,married,high.school,0
31,technician,married,university.degree,0
39,blue-collar,married,basic.9y,0
27,blue-collar,single,basic.6y,0
33,blue-collar,married,basic.9y,0
47,services,divorced,high.school,0
39,admin.,married,high.school,0
37,services,married,high.school,0
32,services,married,high.school,0
37,blue-collar,married,basic.4y,0
31,blue-collar,married,basic.9y,0
32,blue-collar,married,basic.9y,0
59,retired,married,professional.course,0
48,technician,married,university.degree,0
48,services,married,high.school,0
32,technician,married,professional.course,0
32,blue-collar,single,basic.9y,0
38,blue-collar,married,professional.course,0
34,entrepreneur,married,high.school,0
44,blue-collar,married,basic.9y,0
54,services,divorced,high.school,0
39,services,married,high.school,0
32,admin.,single,university.degree,0
43,services,single,high.school,0
30,technician,married,professional.course,0
26,unemployed,single,basic.9y,0
38,admin.,single,university.degree,0
35,technician,married,professional.course,0
33,self-employed,married,basic.9y,0
36,technician,married,professional.course,0
44,blue-collar,married,basic.4y,0
35,technician,married,professional.course,0
42,blue-collar,married,basic.4y,0
35,technician,married,professional.course,0
54,self-employed,married,professional.course,0
36,blue-collar,married,basic.9y,0
26,student,single,high.school,0
27,blue-collar,married,basic.9y,0
44,blue-collar,divorced,basic.6y,0
28,services,married,unknown,0
53,retired,divorced,high.school,0
46,blue-collar,married,basic.9y,0
49,blue-collar,married,basic.4y,0
33,admin.,married,university.degree,0
30,student,single,unknown,0
29,admin.,single,high.school,0
51,self-employed,married,basic.4y,0
55,admin.,married,high.school,0
41,admin.,single,high.school,0
39,blue-collar,divorced,basic.9y,0
49,management,married,university.degree,0
39,blue-collar,divorced,unknown,0
30,admin.,married,university.degree,0
31,services,married,high.school,0
59,blue-collar,divorced,basic.4y,0
33,blue-collar,single,high.school,0
44,blue-collar,married,basic.4y,0
28,services,married,high.school,0
26,blue-collar,single,basic.9y,0
28,blue-collar,married,basic.6y,0
32,technician,single,high.school,0
47,services,divorced,high.school,0
33,blue-collar,married,basic.9y,0
28,student,married,university.degree,0
51,blue-collar,divorced,basic.9y,0
37,housemaid,married,university.degree,0
37,blue-collar,married,basic.4y,0
34,blue-collar,single,basic.4y,0
31,blue-collar,married,basic.9y,0
38,self-employed,single,university.degree,0
33,management,married,high.school,0
28,services,married,unknown,0
41,admin.,married,high.school,0
29,technician,married,university.degree,0
38,blue-collar,married,basic.4y,0
46,admin.,married,high.school,0
36,blue-collar,married,unknown,0
59,retired,married,professional.course,0
44,management,married,university.degree,0
34,technician,married,professional.course,0
51,blue-collar,married,basic.6y,0
36,services,married,high.school,0
58,retired,married,basic.9y,0
39,entrepreneur,married,high.school,0
42,blue-collar,married,basic.4y,0
46,blue-collar,married,basic.9y,0
46,admin.,divorced,university.degree,0
41,admin.,single,university.degree,0
36,admin.,married,university.degree,0
60,retired,married,high.school,0
43,technician,divorced,basic.9y,0
30,services,married,high.school,0
43,admin.,married,university.degree,0
37,admin.,married,high.school,0
52,self-employed,married,basic.4y,0
41,admin.,married,university.degree,0
39,services,single,high.school,0
29,unemployed,single,university.degree,0
29,admin.,single,university.degree,0
55,technician,married,professional.course,0
33,blue-collar,single,basic.9y,0
41,self-employed,single,university.degree,0
53,retired,divorced,professional.course,0
43,technician,married,professional.course,0
51,services,divorced,basic.4y,0
31,blue-collar,married,basic.6y,0
45,blue-collar,married,basic.4y,0
40,management,married,university.degree,0
30,blue-collar,married,basic.9y,0
37,admin.,married,unknown,0
56,services,divorced,high.school,0
29,admin.,single,high.school,0
30,services,married,high.school,0
36,blue-collar,married,basic.9y,0
32,admin.,single,basic.9y,0
41,admin.,married,basic.6y,0
35,blue-collar,married,unknown,0
45,blue-collar,married,basic.9y,0
40,blue-collar,divorced,high.school,0
34,admin.,single,university.degree,0
45,admin.,married,basic.6y,0
31,admin.,married,high.school,0
58,blue-collar,married,basic.4y,0
48,admin.,married,basic.9y,0
38,management,married,basic.6y,0
39,admin.,single,university.degree,0
38,blue-collar,married,basic.6y,0
49,blue-collar,single,basic.4y,0
60,unknown,married,university.degree,0
37,services,married,professional.course,0
48,technician,married,university.degree,0
37,admin.,divorced,basic.9y,0
30,technician,divorced,professional.course,0
32,admin.,married,university.degree,0
30,entrepreneur,married,university.degree,0
39,unemployed,married,high.school,0
56,blue-collar,married,basic.4y,0
37,self-employed,married,basic.9y,0
37,admin.,divorced,high.school,0
41,blue-collar,married,basic.6y,0
42,technician,divorced,basic.9y,0
52,entrepreneur,married,university.degree,0
42,technician,divorced,basic.9y,0
58,management,divorced,university.degree,0
26,technician,married,professional.course,0
28,services,married,basic.9y,0
31,blue-collar,single,unknown,0
31,services,married,high.school,0
27,admin.,single,high.school,0
37,blue-collar,married,basic.9y,0
32,admin.,single,university.degree,0
33,admin.,married,university.degree,0
35,technician,single,professional.course,0
32,housemaid,married,basic.4y,0
43,unknown,married,high.school,0
32,housemaid,married,basic.4y,0
31,entrepreneur,single,basic.9y,0
51,blue-collar,married,basic.9y,0
38,technician,single,professional.course,0
40,admin.,divorced,professional.course,0
42,unemployed,divorced,high.school,0
45,housemaid,married,basic.6y,0
35,blue-collar,single,unknown,0
40,services,married,high.school,0
44,blue-collar,single,high.school,0
31,admin.,married,high.school,0
30,blue-collar,married,basic.9y,0
33,blue-collar,married,basic.6y,0
28,blue-collar,married,basic.9y,0
36,technician,married,professional.course,0
49,services,divorced,basic.6y,0
31,technician,married,professional.course,0
45,admin.,divorced,basic.6y,0
29,services,married,high.school,0
34,blue-collar,single,basic.9y,0
45,blue-collar,married,basic.4y,0
30,blue-collar,single,basic.4y,0
38,technician,married,professional.course,0
33,admin.,married,university.degree,0
46,blue-collar,married,basic.9y,0
41,entrepreneur,divorced,university.degree,0
44,blue-collar,single,basic.4y,0
32,blue-collar,married,high.school,0
46,housemaid,married,basic.4y,0
35,blue-collar,married,basic.9y,0
44,technician,married,professional.course,0
