age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
1277;24.0;student;single;high.school;no;yes;no;telephone;may;thu;287.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1278;38.0;entrepreneur;married;basic.6y;no;no;no;telephone;may;thu;229.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1279;44.0;technician;divorced;high.school;no;no;no;telephone;may;thu;21.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1280;42.0;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;thu;191.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1281;25.0;services;divorced;high.school;no;yes;no;telephone;may;thu;147.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1282;32.0;admin.;married;basic.6y;no;no;no;telephone;may;thu;93.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1283;51.0;blue-collar;married;basic.4y;unknown;no;no;telephone;may;thu;665.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1284;28.0;admin.;single;university.degree;no;no;no;telephone;may;thu;131.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1285;27.0;housemaid;married;basic.9y;no;yes;no;telephone;may;thu;160.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1286;35.0;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;74.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1287;45.0;services;married;basic.9y;no;yes;yes;telephone;may;thu;60.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1288;30.0;services;single;high.school;no;yes;no;telephone;may;thu;97.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1289;60.0;entrepreneur;married;basic.4y;no;yes;no;telephone;may;thu;82.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1290;28.0;services;single;unknown;no;yes;no;telephone;may;thu;475.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1291;45.0;blue-collar;married;basic.4y;unknown;no;yes;telephone;may;thu;111.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1292;37.0;unemployed;married;professional.course;no;no;no;telephone;may;thu;140.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1293;37.0;unemployed;married;professional.course;no;no;yes;telephone;may;thu;110.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1294;36.0;services;married;basic.6y;no;yes;no;telephone;may;thu;64.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1295;49.0;blue-collar;married;basic.4y;no;yes;no;telephone;may;thu;149.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1296;35.0;services;married;professional.course;unknown;yes;no;telephone;may;thu;156.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1297;34.0;admin.;single;high.school;no;no;no;telephone;may;thu;63.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1298;31.0;blue-collar;married;basic.9y;no;no;no;telephone;may;thu;362.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1299;42.0;admin.;married;university.degree;unknown;yes;no;telephone;may;thu;712.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1300;39.0;blue-collar;married;basic.6y;no;yes;no;telephone;may;thu;338.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1301;33.0;services;married;university.degree;no;yes;no;telephone;may;thu;102.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1302;38.0;unemployed;married;high.school;no;no;yes;telephone;may;thu;446.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1303;30.0;admin.;divorced;university.degree;unknown;no;no;telephone;may;thu;249.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1304;31.0;blue-collar;divorced;professional.course;no;yes;no;telephone;may;thu;176.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1305;39.0;management;married;university.degree;no;no;no;telephone;may;thu;1007.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1306;37.0;blue-collar;married;unknown;unknown;yes;no;telephone;may;thu;266.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1307;48.0;blue-collar;married;basic.4y;unknown;no;no;telephone;may;thu;172.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1308;32.0;services;married;high.school;no;no;no;telephone;may;thu;175.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1309;48.0;blue-collar;married;basic.6y;no;yes;no;telephone;may;thu;211.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1310;37.0;technician;single;university.degree;no;yes;no;telephone;may;thu;237.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1311;37.0;technician;single;university.degree;no;no;no;telephone;may;thu;500.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1312;26.0;services;divorced;basic.6y;no;no;no;telephone;may;thu;186.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1313;33.0;management;married;high.school;unknown;no;no;telephone;may;thu;96.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1314;54.0;admin.;married;university.degree;no;yes;no;telephone;may;thu;98.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1315;37.0;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;thu;364.0;4.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1316;35.0;entrepreneur;married;university.degree;no;yes;yes;telephone;may;thu;477.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1317;45.0;admin.;married;university.degree;no;no;no;telephone;may;thu;319.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1318;33.0;services;single;high.school;no;yes;no;telephone;may;thu;789.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1320;37.0;blue-collar;married;basic.4y;no;no;yes;telephone;may;thu;280.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1321;35.0;blue-collar;married;basic.9y;unknown;no;no;telephone;may;thu;170.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1322;33.0;blue-collar;divorced;basic.6y;unknown;yes;no;telephone;may;thu;365.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1323;49.0;technician;married;professional.course;no;no;no;telephone;may;thu;63.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1324;43.0;technician;married;university.degree;no;yes;no;telephone;may;thu;159.0;4.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1325;43.0;entrepreneur;married;university.degree;no;no;no;telephone;may;thu;177.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1326;39.0;blue-collar;married;basic.6y;no;no;no;telephone;may;thu;108.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1327;47.0;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;194.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1328;30.0;services;divorced;high.school;no;no;no;telephone;may;thu;366.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1329;51.0;admin.;divorced;university.degree;no;yes;no;telephone;may;thu;213.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1330;59.0;blue-collar;married;basic.6y;no;yes;no;telephone;may;thu;166.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1331;31.0;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;141.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1332;39.0;unemployed;married;university.degree;no;yes;no;telephone;may;thu;168.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1333;43.0;blue-collar;married;basic.6y;unknown;no;no;telephone;may;thu;468.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1334;30.0;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;thu;180.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1335;37.0;blue-collar;married;professional.course;no;no;no;telephone;may;thu;195.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1336;42.0;blue-collar;married;basic.6y;no;no;no;telephone;may;thu;352.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1337;37.0;blue-collar;married;professional.course;no;yes;yes;telephone;may;thu;91.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1338;37.0;admin.;divorced;university.degree;no;yes;no;telephone;may;thu;93.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1339;37.0;blue-collar;single;basic.6y;unknown;yes;no;telephone;may;thu;288.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1340;36.0;management;single;basic.6y;no;no;no;telephone;may;thu;218.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1341;48.0;blue-collar;married;basic.9y;no;yes;yes;telephone;may;thu;289.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1342;43.0;services;married;high.school;no;no;no;telephone;may;thu;130.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1343;28.0;blue-collar;married;basic.6y;no;no;no;telephone;may;thu;208.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1344;30.0;admin.;divorced;high.school;no;yes;no;telephone;may;thu;177.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1345;60.0;entrepreneur;married;basic.4y;no;yes;no;telephone;may;thu;442.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1346;31.0;blue-collar;married;basic.9y;no;no;no;telephone;may;thu;101.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1347;38.0;entrepreneur;married;university.degree;no;no;no;telephone;may;thu;166.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1349;36.0;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;342.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1350;50.0;unemployed;married;professional.course;no;no;no;telephone;may;thu;189.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1351;54.0;entrepreneur;married;basic.4y;unknown;no;yes;telephone;may;thu;108.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1352;33.0;management;married;university.degree;no;no;no;telephone;may;thu;178.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1353;20.0;entrepreneur;single;high.school;no;no;no;telephone;may;thu;238.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1354;24.0;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;thu;226.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1355;28.0;management;single;unknown;no;yes;no;telephone;may;thu;136.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1356;55.0;housemaid;married;basic.4y;no;yes;no;telephone;may;thu;14.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1357;25.0;blue-collar;married;high.school;no;no;no;telephone;may;thu;250.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1358;41.0;admin.;married;basic.9y;unknown;yes;no;telephone;may;thu;161.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1359;39.0;blue-collar;married;basic.6y;no;yes;no;telephone;may;thu;269.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1360;27.0;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;491.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1361;27.0;blue-collar;married;basic.9y;no;no;no;telephone;may;thu;44.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1362;34.0;blue-collar;married;basic.6y;unknown;yes;yes;telephone;may;thu;26.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1363;25.0;technician;single;professional.course;no;no;no;telephone;may;thu;22.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1364;48.0;management;married;university.degree;unknown;yes;no;telephone;may;thu;293.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1365;36.0;blue-collar;single;basic.6y;no;no;no;telephone;may;thu;989.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1366;36.0;blue-collar;married;basic.9y;no;no;no;telephone;may;thu;147.0;5.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1367;27.0;blue-collar;married;basic.9y;no;no;yes;telephone;may;thu;1170.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1368;45.0;management;married;university.degree;no;yes;yes;telephone;may;thu;807.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1369;28.0;blue-collar;married;basic.6y;unknown;yes;no;telephone;may;thu;347.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1370;30.0;technician;single;basic.6y;unknown;yes;no;telephone;may;thu;58.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1371;43.0;blue-collar;married;basic.4y;no;no;no;telephone;may;thu;534.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1372;32.0;admin.;single;high.school;no;unknown;unknown;telephone;may;thu;155.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1373;29.0;services;single;basic.9y;no;no;no;telephone;may;thu;159.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1374;35.0;blue-collar;married;basic.9y;no;no;no;telephone;may;thu;343.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1375;43.0;admin.;married;high.school;no;yes;no;telephone;may;thu;152.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1376;35.0;unknown;married;basic.9y;no;no;no;telephone;may;thu;461.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1377;36.0;admin.;married;high.school;no;yes;no;telephone;may;thu;389.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1378;36.0;admin.;married;high.school;no;no;no;telephone;may;thu;90.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1379;48.0;admin.;married;high.school;unknown;no;no;telephone;may;thu;314.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1380;38.0;blue-collar;single;basic.4y;unknown;no;no;telephone;may;thu;28.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1381;38.0;blue-collar;single;basic.9y;unknown;no;no;telephone;may;thu;30.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1382;45.0;admin.;married;high.school;no;yes;no;telephone;may;thu;103.0;4.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1383;35.0;technician;married;professional.course;no;no;yes;telephone;may;thu;32.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1384;42.0;services;married;high.school;unknown;no;yes;telephone;may;thu;252.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1385;56.0;blue-collar;married;basic.4y;unknown;no;no;telephone;may;thu;20.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1386;30.0;technician;married;professional.course;no;no;no;telephone;may;thu;369.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1387;45.0;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;thu;116.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1388;39.0;services;single;high.school;unknown;no;no;telephone;may;thu;302.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1389;36.0;blue-collar;married;basic.6y;unknown;no;no;telephone;may;thu;31.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1390;32.0;admin.;married;university.degree;unknown;no;yes;telephone;may;thu;190.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1391;29.0;admin.;single;high.school;no;no;no;telephone;may;thu;149.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1392;34.0;blue-collar;married;basic.9y;no;no;no;telephone;may;thu;210.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1393;36.0;self-employed;single;basic.6y;no;no;no;telephone;may;thu;180.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1394;33.0;management;married;high.school;unknown;no;no;telephone;may;thu;234.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1395;43.0;unemployed;married;basic.4y;no;no;no;telephone;may;thu;92.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1397;35.0;blue-collar;married;basic.6y;no;no;no;telephone;may;thu;102.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1398;42.0;admin.;married;university.degree;no;no;no;telephone;may;thu;193.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1399;35.0;blue-collar;married;basic.6y;no;no;no;telephone;may;thu;245.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1400;44.0;blue-collar;married;basic.4y;unknown;no;no;telephone;may;thu;190.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1401;36.0;technician;divorced;professional.course;no;yes;no;telephone;may;thu;223.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1402;47.0;admin.;married;university.degree;no;no;no;telephone;may;thu;42.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1403;59.0;technician;married;professional.course;unknown;no;no;telephone;may;thu;206.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1404;29.0;blue-collar;single;high.school;unknown;unknown;unknown;telephone;may;thu;242.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1405;30.0;services;single;high.school;no;no;no;telephone;may;thu;66.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1406;38.0;blue-collar;married;basic.9y;unknown;no;no;telephone;may;thu;173.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1407;45.0;management;single;university.degree;no;no;no;telephone;may;thu;477.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1408;28.0;self-employed;single;university.degree;no;no;no;telephone;may;thu;77.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1409;37.0;blue-collar;married;basic.4y;no;no;no;telephone;may;thu;219.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1410;38.0;entrepreneur;married;basic.6y;no;yes;yes;telephone;may;thu;205.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1411;28.0;admin.;single;basic.9y;no;yes;yes;telephone;may;thu;376.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1412;31.0;technician;divorced;professional.course;no;yes;yes;telephone;may;thu;453.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1413;37.0;blue-collar;married;basic.4y;no;yes;no;telephone;may;thu;151.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1414;36.0;housemaid;divorced;university.degree;no;no;no;telephone;may;thu;767.0;5.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1415;54.0;housemaid;married;basic.9y;no;yes;no;telephone;may;thu;200.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1416;53.0;retired;married;basic.6y;unknown;no;yes;telephone;may;thu;298.0;5.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1417;43.0;unemployed;married;basic.9y;no;yes;no;telephone;may;thu;305.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1418;49.0;admin.;married;high.school;no;no;yes;telephone;may;thu;627.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1419;32.0;self-employed;divorced;professional.course;no;no;no;telephone;may;thu;242.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1420;36.0;services;married;high.school;no;yes;no;telephone;may;thu;287.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1421;50.0;blue-collar;single;basic.9y;unknown;yes;yes;telephone;may;thu;184.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1422;51.0;blue-collar;divorced;basic.9y;no;no;no;telephone;may;thu;119.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1423;38.0;blue-collar;married;basic.4y;no;yes;no;telephone;may;thu;403.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1424;44.0;self-employed;married;professional.course;no;no;no;telephone;may;thu;626.0;6.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1425;29.0;blue-collar;married;high.school;no;no;no;telephone;may;thu;12.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1426;46.0;blue-collar;divorced;basic.6y;no;no;no;telephone;may;thu;266.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1427;32.0;unemployed;divorced;basic.4y;no;unknown;unknown;telephone;may;thu;23.0;4.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1428;43.0;blue-collar;divorced;basic.4y;unknown;no;no;telephone;may;thu;154.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1429;53.0;admin.;married;university.degree;no;no;no;telephone;may;thu;10.0;7.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1430;43.0;blue-collar;married;basic.6y;unknown;no;no;telephone;may;thu;301.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1431;35.0;services;single;basic.4y;no;no;yes;telephone;may;thu;240.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1432;49.0;admin.;divorced;basic.9y;no;yes;no;telephone;may;thu;312.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1433;35.0;blue-collar;married;basic.6y;unknown;yes;no;telephone;may;thu;224.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1434;40.0;services;single;professional.course;no;no;no;telephone;may;thu;202.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1435;29.0;services;divorced;high.school;no;no;no;telephone;may;thu;144.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1436;43.0;blue-collar;married;basic.4y;unknown;no;no;telephone;may;thu;263.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1437;47.0;blue-collar;married;basic.6y;no;no;no;telephone;may;thu;543.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1438;38.0;technician;married;university.degree;unknown;no;no;telephone;may;thu;257.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1439;48.0;technician;married;professional.course;no;yes;no;telephone;may;thu;237.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1440;53.0;retired;married;high.school;unknown;yes;no;telephone;may;thu;23.0;5.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1441;53.0;management;married;university.degree;no;yes;no;telephone;may;thu;209.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1443;35.0;services;married;basic.9y;no;yes;yes;telephone;may;thu;442.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1445;46.0;entrepreneur;married;basic.4y;no;no;no;telephone;may;thu;186.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1446;28.0;blue-collar;married;basic.6y;unknown;yes;yes;telephone;may;thu;318.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
1447;38.0;admin.;married;basic.9y;unknown;yes;no;telephone;may;thu;617.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0.0
